ID;Name;Frequency
2340;Сафия;27
2341;Светлана;27
2342;Татьяна;26
2343;Ирина;23
2344;Ясмина;21
2345;Дарина;20
2346;Марина;20
2347;Марьям;20
2348;Надежда;19
2349;Николь;18
2350;Елена;18
2351;Аделина;18
2352;Алисия;17
2353;Ника;17
2354;Серафима;16
2355;Майя;15
2356;Алия;15
2357;Лейла;14
2358;Ярослава;14
2359;Агата;13
2360;Агния;13
2361;Милена;13
2362;Мия;13
2363;Элина;13
2364;Фатима;13
2365;Самира;12
2366;Нина;12
2367;Олеся;12
2368;Марьяна;12
2369;Аиша;12
2370;Владислава;12
2371;Лилия;11
2372;Айлин;11
2373;Малика;11
2374;Пелагея;11
2375;Наталья;11
2376;Марта;10
2377;Амелия;10
2378;Амира;10
2379;Анисия;10
2380;Любовь;10
2381;Зоя;9
2382;Зарина;9
2383;Антонина;9
2384;Аглая;9
2385;Моника;9
2386;Оливия;9
2387;Сумая;9
2388;Мира;8
2389;Алеся;8
2390;Анфиса;8
2391;Ариана;8
2392;Валентина;8
2393;Карина;8
2394;Камила;8
2395;Камилла;8
2396;Людмила;7
2397;Лидия;7
2398;Евдокия;7
2399;Даниэла;7
2400;Виолетта;7
2211;Екатерина;145
2212;Дарья;138
2213;Арина;131
2214;Ксения;121
2215;Ева;111
2216;Василиса;103
2217;Вероника;90
2218;Валерия;89
2219;Таисия;84
2220;Вера;82
2221;Милана;80
2222;Кира;77
2223;Ульяна;72
2224;Алёна, Алена;56
2225;Маргарита;54
2226;Алина;52
2227;Мирослава;50
2228;Есения;48
2229;Ольга;44
2230;Кристина;44
2231;Амина;43
2232;Юлия;43
2233;Злата;42
2234;Диана;33
2235;Стефания;33
2236;Яна;32
2237;Евгения;31
2238;Елена;29
2239;Сафия;29
2240;Татьяна;27
2241;Надежда;26
2242;Ангелина;24
2243;Ирина;23
2244;Майя;23
2245;Марьям;23
2246;Ясмина;23
2247;Дарина;22
2248;Наталья, Наталия;21
2249;Эмилия;21
2250;Агата;20
2251;Аделина;20
2252;Николь;19
2253;Элина;19
2254;Светлана;19
2255;Ника;18
2256;Серафима;17
2257;Оливия;16
2258;Марина;16
2259;Мадина;15
2260;Амира;15
2261;Амелия;15
2262;Ярослава;15
2263;Олеся;14
2264;Марьяна;13
2265;Нина;13
2266;Милена;13
2267;Любовь;12
2268;Лидия;12
2269;Фатима;12
2270;Аяна;12
2271;Алия;11
2272;Лилия;11
2273;Марианна;11
2274;Малика;11
2275;Мия;10
2276;Тамара;10
2277;Самира;10
2278;Алисия;10
2279;Агния;10
2280;Аиша;10
2281;Антонина;10
2282;Карина;10
2283;Камила;10
2284;Зоя;10
2285;Каролина;9
2286;Лейла;9
2287;Ариана;9
2288;Наталия;9
2289;Мира;8
2290;Мила;8
2291;Раяна;8
2292;Элиза;8
2293;Анфиса;8
2294;Валентина;8
2295;Айлин;8
2296;Аглая;8
2297;Владислава;8
2298;Юлиана;8
2299;Адель;7
2300;Аврора;7
2111;Елизавета;150
2112;Варвара;142
2113;Ксения;139
2114;Вероника;136
2115;Софья;126
2116;Арина;122
2117;Ева;111
2118;Василиса;95
2119;Милана;93
2120;Вера;85
2121;Валерия;83
2122;Таисия;73
2123;Маргарита;71
2124;Алина;64
2125;Ульяна;62
2126;Алёна;60
2127;Кира;51
2128;Мирослава;51
2129;Амина;46
2130;Есения;45
2131;Злата;42
2132;Юлия;42
2133;Ольга;41
2134;Диана;39
2135;Яна;39
2136;Аделина;35
2137;Сафия;34
2138;Татьяна;34
2139;Елена;33
2140;Кристина;33
2141;Стефания;33
2142;Ирина;31
2143;Надежда;31
2144;Ярослава;31
2145;Ангелина;29
2146;Майя;27
2147;Евгения;26
2148;Ника;25
2149;Агата;22
2150;Эмилия;22
2151;Милена;20
2152;Элина;20
2153;Любовь;19
2154;Дарина;18
2155;Марьям;18
2156;Оливия;18
2157;Ясмина;18
2158;Олеся;17
2159;Алия;16
2160;Камилла;16
2161;Нина;16
2162;Светлана;16
2163;Амелия;15
2164;Аиша;15
2165;Антонина;15
2166;Малика;15
2167;Мадина;14
2168;Фатима;14
2169;Агния;13
2170;Камила;13
2171;Самира;13
2172;Ариана;12
2173;Марианна;12
2174;Николь;12
2175;Сабина;12
2176;Алисия;11
2177;Аглая;11
2178;Карина;11
2179;Марта;11
2180;Мила;11
2181;Айлин;10
2182;Лилия;10
2183;Наталья;10
2184;Эмма;10
2185;Амира;9
2186;Аяна;9
2187;Людмила;9
2188;Мира;9
2189;Пелагея;9
2190;Раяна;9
2191;Сара;9
2192;Серафима;9
2193;Эвелина;9
2194;Асия;8
2195;Зоя;8
2196;Лидия;8
2197;Мия;8
2198;Анфиса;7
2199;Владислава;7
2200;Зайнаб;7
2011;Александра;141
2012;Ксения;139
2013;Варвара;137
2014;Екатерина;132
2015;Василиса;126
2016;Софья;110
2017;Ева;108
2018;Вероника;106
2019;Валерия;90
2020;Вера;83
2021;Милана;73
2022;Ульяна;67
2023;Таисия;62
2024;Маргарита;57
2025;Кира;55
2026;Кристина;55
2027;Диана;50
2028;Алёна;47
2029;Алина;44
2030;Есения;41
2031;Мирослава;41
2032;Юлия;41
2033;Амина;39
2034;Ольга;35
2035;Евгения;33
2036;Яна;33
2037;Ангелина;31
2038;Злата;30
2039;Стефания;29
2040;Майя;26
2041;Ника;23
2042;Татьяна;23
2043;Эмилия;23
2044;Елена;22
2045;Милена;22
2046;Надежда;22
2047;Марьям;21
2048;Самира;21
2049;Аделина;20
2050;Ирина;20
2051;Агата;19
2052;Николь;19
2053;Ярослава;19
2054;Марина;18
2055;Элина;18
2056;Дарина;17
2057;Наталья;17
2058;Сафия;17
2059;Ариана;16
2060;Амелия;15
2061;Алия;15
2062;Зоя;15
2063;Марта;14
2064;Олеся;14
2065;Светлана;14
2066;Серафима;14
2067;Ясмина;14
2068;Алисия;13
2069;Агния;13
2070;Камила;13
2071;Мадина;13
2072;Евдокия;12
2073;Оливия;12
2074;Сабина;12
2075;Анфиса;11
2076;Аиша;11
2077;Айлин;11
2078;Виолетта;11
2079;Камилла;11
2080;Лидия;11
2081;Любовь;11
2082;Нина;11
2083;Адель;10
2084;Владислава;10
2085;Карина;10
2086;Каролина;10
2087;Малика;10
2088;Мелисса;10
2089;Фатима;10
2090;Марианна;9
2091;Марьяна;9
2092;Эвелина;9
2093;Аврора;8
2094;Альбина;8
2095;Мила;8
2096;Муслима;8
2097;Сумая;8
2098;Амира;7
2099;Анисия;7
2100;Евангелина;7
1911;Екатерина;176
1912;Арина;163
1913;Варвара;158
1914;Ксения;148
1915;Ева;140
1916;Вероника;127
1917;Василиса;122
1918;Милана;102
1919;Софья;101
1920;Валерия;100
1921;Ульяна;92
1922;Маргарита;84
1923;Вера;74
1924;Кира;74
1925;Кристина;72
1926;Юлия;69
1927;Алина;66
1928;Алёна;63
1929;Мирослава;60
1930;Ольга;58
1931;Таисия;55
1932;Диана;50
1933;Яна;47
1934;Ангелина;46
1935;Есения;43
1936;Амина;39
1937;Татьяна;35
1938;Злата;32
1939;Эмилия;32
1940;Майя;31
1941;Стефания;31
1942;Ника;30
1943;Елена;28
1944;Ирина;28
1945;Евгения;26
1946;Элина;26
1947;Сафия;25
1948;Аделина;22
1949;Агата;22
1950;Милена;22
1951;Серафима;22
1952;Ярослава;22
1953;Ясмина;22
1954;Дарина;21
1955;Светлана;21
1956;Зоя;20
1957;Марина;20
1958;Нина;20
1959;Амелия;18
1960;Оливия;18
1961;Лидия;17
1962;Ариана;16
1963;Марьям;16
1964;Надежда;16
1965;Алия;14
1966;Айлин;14
1967;Малика;14
1968;Николь;14
1969;Самира;14
1970;Агния;13
1971;Валентина;13
1972;Владислава;13
1973;Евдокия;13
1974;Наталья;13
1975;Камилла;12
1976;Карина;12
1977;Любовь;12
1978;Фатима;12
1979;Антонина;11
1980;Мадина;11
1981;Марианна;11
1982;Мира;11
1983;Арууке;10
1984;Юлиана;10
1985;Аиша;9
1986;Аглая;9
1987;Амира;9
1988;Дана;9
1989;Евангелина;9
1990;Каролина;9
1991;Лея;9
1992;Марьяна;9
1993;Мила;9
1994;Олеся;9
1995;Пелагея;9
1996;Раяна;9
1997;Эвелина;9
1998;Анисия;8
1999;Анфиса;8
2000;Камила;8
1811;Екатерина;157
1812;Арина;152
1813;Варвара;146
1814;Вероника;141
1815;Валерия;127
1816;Софья;126
1817;Ксения;122
1818;Василиса;118
1819;Ева;92
1820;Милана;92
1821;Ульяна;90
1822;Кира;74
1823;Алёна;70
1824;Кристина;64
1825;Юлия;63
1826;Алина;62
1827;Вера;60
1828;Диана;59
1829;Ольга;57
1830;Маргарита;53
1831;Таисия;49
1832;Ангелина;48
1833;Есения;45
1834;Мирослава;45
1835;Амина;44
1836;Евгения;39
1837;Татьяна;39
1838;Яна;37
1839;Майя;33
1840;Эмилия;33
1841;Елена;29
1842;Марина;28
1843;Ирина;27
1844;Сафия;25
1845;Стефания;24
1846;Агата;23
1847;Дарина;23
1848;Злата;23
1849;Милена;23
1850;Надежда;23
1851;Ясмина;22
1852;Олеся;21
1853;Марьям;20
1854;Николь;18
1855;Аиша;17
1856;Аделина;17
1857;Лилия;17
1858;Нина;17
1859;Элина;17
1860;Амелия;16
1861;Амира;16
1862;Антонина;14
1863;Марта;14
1864;Агния;13
1865;Ариана;13
1866;Асия;13
1867;Лидия;13
1868;Наталья;13
1869;Сабина;13
1870;Серафима;13
1871;Алия;12
1872;Валентина;17
1873;Владислава;12
1874;Зоя;12
1875;Мадина;12
1876;Самира;12
1877;Светлана;12
1878;Эвелина;12
1879;Юлиана;12
1880;Камилла;11
1881;Ника;11
1882;Пелагея;11
1883;Ярослава;11
1884;Карина;10
1885;Каролина;10
1886;Оливия;10
1887;Фатима;10
1888;Аниса;9
1889;Алисия;9
1890;Лея;9
1891;Марианна;9
1892;Медина;9
1893;Мира;9
1894;Мия;9
1895;Аглая;8
1896;Альбина;8
1897;Евангелина;8
1898;Любовь;8
1899;Малика;8
1900;Марьяна;8
2401;София, Софья;326
2402;Мария;218
2403;Анна;183
2404;Полина;181
2405;Алиса;176
2406;Анастасия;169
2407;Александра;151
2408;Варвара;150
2409;Виктория;145
2410;Елизавета;125
2411;Ксения;119
2412;Вероника;116
2413;Екатерина;113
2414;Дарья;111
2415;Арина;107
2416;Ева;103
2417;Василиса;98
2418;Валерия;97
2419;Милана;88
2420;Ульяна;85
2421;Таисия;63
2422;Мирослава;62
2423;Вера;59
2424;Кира;57
2425;Алёна;49
2426;Маргарита;41
2427;Татьяна;39
2428;Алина;38
2429;Амина;37
2430;Юлия;35
2431;Кристина;33
2432;Ангелина;32
2433;Сафия;32
2434;Эмилия;32
2435;Диана;30
2436;Ольга;30
2437;Есения;29
2438;Евгения;25
2439;Марьям;25
2440;Яна;25
2441;Нина;23
2442;Стефания;23
2443;Надежда;22
2444;Мелания;20
2445;Агата;20
2446;Аделина;20
2447;Елена;19
2448;Злата;18
2449;Ясмина;18
2450;Ирина;17
2451;Ярослава;17
2452;Дарина;17
2453;Элина;15
2454;Любовь;15
2455;Светлана;15
2456;Валентина;14
2457;Ника;14
2458;Николь;14
2459;Айлин;13
2460;Марина;13
2461;Оливия;12
2462;Амелия;12
2463;Амира;12
2464;Антонина;12
2465;Ариана;12
2466;Владислава;12
2467;Майя;12
2468;Амалия;11
2469;Теона;10
2470;Наталья;10
2471;Эвелина;10
2472;Аглая;10
2473;Зоя;10
2474;Милена;10
2475;Агния;10
2476;Евангелина;9
2477;Фатима;9
2478;Лилия;9
2479;Анжелика;9
2480;Малика;9
2481;Сабина;8
2482;Дина;8
2483;Камила;8
2484;Лейла;8
2485;Тамара;8
2486;Аяна;8
2487;Алия;8
2488;Камилла;7
2489;Лидия;7
2490;Аиша;7
2491;Серафима;7
2492;Сара;7
2493;Мира;7
2494;Олеся;7
2495;Анисия;7
2496;Сумая;7
2497;Элеонора;6
2498;Марьяна;6
2499;Самира;6
2500;Виолетта;6
1711;Дарья;168
1712;Варвара;158
1713;Арина;142
1714;Екатерина;140
1715;Василиса;129
1716;Валерия;118
1717;Софья;114
1718;Ева;99
1719;Милана;93
1720;Вероника;91
1721;Таисия;83
1722;Ульяна;77
1723;Алёна;74
1724;Маргарита;73
1725;Кристина;72
1726;Кира;71
1727;Вера;66
1728;Алина;54
1729;Мирослава;54
1730;Есения;51
1731;Диана;50
1732;Ольга;49
1733;Елена;47
1734;Амина;45
1735;Юлия;45
1736;Майя;40
1737;Сафия;40
1738;Ирина;38
1739;Ангелина;37
1740;Евгения;34
1741;Татьяна;32
1742;Яна;31
1743;Стефания;26
1744;Агата;23
1745;Злата;23
1746;Эмилия;23
1747;Дарина;22
1748;Светлана;22
1749;Аделина;21
1750;Ника;21
1751;Ясмина;21
1752;Надежда;20
1753;Марианна;19
1754;Нина;19
1755;Марьям;18
1756;Ярослава;17
1757;Агния;16
1758;Любовь;16
1759;Николь;16
1760;Тамара;16
1761;Фатима;16
1762;Оливия;15
1763;Элина;15
1764;Ариана;14
1765;Марина;14
1766;Милена;14
1767;Серафима;14
1768;Амелия;12
1769;Лидия;12
1770;Малика;12
1771;Мира;12
1772;Алисия;11
1773;Камилла;11
1774;Лилия;11
1775;Наталья;11
1776;Карина;10
1777;Мадина;10
1778;Марьяна;10
1779;Олеся;10
1780;Сабина;10
1781;Аврора;9
1782;Аиша;9
1783;Альбина;9
1784;Алия;9
1785;Антонина;9
1786;Лия;9
1787;Мия;9
1788;Нелли;9
1789;Эвелина;9
1790;Анжелика;8
1791;Амалия;8
1792;Зоя;8
1793;Каролина;8
1794;Сумая;8
1795;Эмма;8
1796;Амира;7
1797;Валентина;7
1798;Владислава;7
1799;Дана;7
1800;Евдокия;7
1311;Варвара;153
1312;Екатерина;148
1313;Арина;140
1314;Дарья;139
1315;Василиса;125
1316;Софья;114
1317;Ева;103
1318;Вероника;92
1319;Маргарита;80
1320;Валерия;73
1321;Милана;65
1322;Кира;64
1323;Ульяна;60
1324;Вера;57
1325;Ольга;50
1326;Татьяна;46
1327;Алина;45
1328;Евгения;43
1329;Кристина;43
1330;Мирослава;39
1331;Амина;38
1332;Таисия;36
1333;Алёна;35
1334;Ирина;33
1335;Эмилия;33
1336;Юлия;32
1337;Диана;31
1338;Майя;31
1339;Аделина;30
1340;Ангелина;29
1341;Злата;28
1342;Ника;27
1343;Стефания;27
1344;Есения;26
1345;Марьям;26
1346;Элина;25
1347;Яна;25
1348;Агата;24
1349;Надежда;24
1350;Ясмина;24
1351;Николь;20
1352;Нина;19
1353;Ярослава;19
1354;Агния;18
1355;Антонина;17
1356;Сафия;16
1357;Самира;15
1358;Светлана;15
1359;Елена;14
1360;Мадина;13
1361;Милена;13
1362;Олеся;13
1363;Амелия;12
1364;Дарина;12
1365;Карина;12
1366;Аиша;11
1367;Алия;11
1368;Каролина;11
1369;Марьяна;11
1370;Тамара;11
1371;Фатима;11
1372;Валентина;10
1373;Зоя;10
1374;Камилла;10
1375;Лидия;10
1376;Лилия;10
1377;Эвелина;10
1378;Амира;9
1379;Амалия;9
1380;Любовь;9
1381;Марина;9
1382;Мила;9
1383;Оливия;9
1384;Анжелика;8
1385;Айлин;8
1386;Владислава;8
1387;Камила;8
1388;Марианна;8
1389;Марта;8
1390;Мелисса;8
1391;Мия;8
1392;Альбина;7
1393;Евангелина;7
1394;Евдокия;7
1395;Мелания;7
1396;Эмма;7
1397;Арууке;6
1398;Анисия;6
1399;Аида;6
1400;Василина;6
1511;Екатерина;154
1512;Василиса;144
1513;Варвара;140
1514;Арина;123
1515;Ксения;122
1516;Вероника;116
1517;Софья;100
1518;Ева;95
1519;Валерия;90
1520;Милана;88
1521;Ульяна;81
1522;Кира;72
1523;Вера;67
1524;Маргарита;67
1525;Таисия;58
1526;Кристина;54
1527;Мирослава;46
1528;Алёна;45
1529;Ника;45
1530;Ольга;44
1531;Юлия;42
1532;Алина;40
1533;Диана;40
1534;Эмилия;36
1535;Амина;34
1536;Елена;31
1537;Есения;31
1538;Татьяна;29
1539;Сафия;28
1540;Евгения;26
1541;Надежда;24
1542;Ирина;23
1543;Марьям;23
1544;Николь;23
1545;Светлана;23
1546;Злата;22
1547;Элина;22
1548;Ангелина;21
1549;Лидия;21
1550;Аделина;20
1551;Дарина;20
1552;Майя;20
1553;Стефания;19
1554;Ясмина;19
1555;Амелия;18
1556;Любовь;18
1557;Марта;17
1558;Нина;17
1559;Ариана;16
1560;Агния;16
1561;Милена;16
1562;Яна;16
1563;Агата;15
1564;Каролина;15
1565;Марина;15
1566;Айлин;14
1567;Зоя;14
1568;Малика;14
1569;Наталья;14
1570;Аиша;13
1571;Олеся;13
1572;Фатима;13
1573;Оливия;12
1574;Ярослава;12
1575;Владислава;11
1576;Марианна;11
1577;Аврора;10
1578;Камилла;10
1579;Карина;10
1580;Мия;10
1581;Наталия;10
1582;Самира;10
1583;Камила;9
1584;Лилия;9
1585;Сабина;9
1586;Алия;8
1587;Амалия;8
1588;Антонина;8
1589;Евдокия;8
1590;Марьяна;8
1591;Пелагея;8
1592;Серафима;8
1593;Анфиса;7
1594;Аглая;7
1595;Альбина;7
1596;Алла;7
1597;Афина;7
1598;Эмма;7
1599;Алеся;6
1600;Василина;6
1611;Екатерина;145
1612;Варвара;144
1613;Арина;134
1614;Ева;126
1615;Василиса;123
1616;Ксения;121
1617;Вероника;117
1618;Софья;108
1619;Валерия;106
1620;Милана;89
1621;Маргарита;80
1622;Таисия;67
1623;Ульяна;66
1624;Вера;62
1625;Кира;62
1626;Майя;57
1627;Алина;53
1628;Кристина;52
1629;Мирослава;52
1630;Диана;51
1631;Ольга;48
1632;Есения;45
1633;Алёна;42
1634;Злата;37
1635;Амина;36
1636;Татьяна;35
1637;Евгения;34
1638;Сафия;30
1639;Елена;29
1640;Ника;27
1641;Юлия;27
1642;Яна;27
1643;Эмилия;25
1644;Ирина;24
1645;Дарина;23
1646;Агата;21
1647;Надежда;21
1648;Стефания;21
1649;Светлана;20
1650;Ангелина;17
1651;Алия;17
1652;Любовь;17
1653;Марьям;17
1654;Элина;17
1655;Ярослава;17
1656;Наталья;16
1657;Нина;16
1658;Фатима;16
1659;Аделина;15
1660;Зоя;15
1661;Карина;15
1662;Марина;15
1663;Айлин;14
1664;Николь;14
1665;Оливия;14
1666;Лилия;13
1667;Малика;13
1668;Милена;13
1669;Амелия;12
1670;Ясмина;12
1671;Владислава;11
1672;Камила;11
1673;Камилла;11
1674;Олеся;11
1675;Самира;11
1676;Аяна;10
1677;Евдокия;10
1678;Мила;10
1679;Мия;10
1680;Раяна;10
1681;Сабина;10
1682;Валентина;9
1683;Каролина;9
1684;Антонина;8
1685;Алла;8
1686;Аиша;8
1687;Лидия;8
1688;Серафима;8
1689;Адель;7
1690;Ариана;7
1691;Арууке;7
1692;Марта;7
1693;Эвелина;7
1694;Ани;6
1695;Агния;6
1696;Амалия;6
1697;Алисия;6
1698;Амира;6
1699;Василина;6
1700;Глафира;6
2501;София, Софья;290
2502;Мария;290
2503;Анна;178
2504;Ксения;172
2505;Алиса;166
2506;Анастасия;163
2507;Виктория;152
2508;Полина;144
2509;Александра;141
2510;Варвара;125
2511;Арина;123
2512;Елизавета;119
2513;Екатерина;116
2514;Дарья;112
2515;Василиса;108
2516;Ева;95
2517;Вероника;83
2518;Милана;75
2519;Валерия;71
2520;Ульяна;69
2521;Таисия;54
2522;Кристина;54
2523;Кира;52
2524;Алёна;52
2525;Маргарита;51
2526;Ольга;45
2527;Вера;45
2528;Диана;41
2529;Татьяна;41
2530;Мирослава;38
2531;Алина;37
2532;Амина;35
2533;Юлия;31
2534;Есения;28
2535;Стефания;24
2536;Эмилия;23
2537;Мелания;23
2538;Ника;22
2539;Яна;22
2540;Сафия;22
2541;Ирина;22
2542;Ярослава;20
2543;Элина;19
2544;Евгения;19
2545;Злата;19
2546;Дарина;19
2547;Агата;19
2548;Николь;18
2549;Олеся, Алеся;17
2550;Надежда;17
2551;Майя;17
2552;Камила, Камилла;17
2553;Агния;16
2554;Марьям;16
2555;Нина;15
2556;Марина;14
2557;Ясмина;14
2558;Ангелина;14
2559;Аделина;13
2560;Амелия;13
2561;Елена;13
2562;Светлана;13
2563;Милена;13
2564;Наталья, Наталия;13
2565;Оливия;12
2566;Альбина;12
2567;Айлин;12
2568;Антонина;12
2569;Любовь;11
2570;Раяна;11
2571;Мия;11
2572;Каролина;10
2573;Зоя;10
2574;Анжелика;10
2575;Ариана;10
2576;Валентина;9
2577;Амалия;9
2578;Мадина;9
2579;Малика;9
2580;Лидия;8
2581;Алия;8
2582;Аиша;8
2583;Лилия;7
2584;Лейла;7
2585;Милослава;7
2586;Мира;6
2587;Марианна;6
2588;Серафима;6
2589;Станислава;6
2590;Фатима;6
2591;Хадижа;6
2592;Лада;6
2593;Карина;6
2594;Изабелла;6
2595;Евдокия;6
2596;Галина;6
2597;Амира;6
2598;Аксинья;6
2599;Белла;6
2600;Ани;5
2601;София, Софья;310
2602;Анна;223
2603;Мария;210
2604;Алиса;176
2700;Лея;7
2605;Дарья;176
2699;Айша;7
2698;Аяна;7
2606;Виктория;174
2697;Юлиана;8
2607;Екатерина;171
2608;Анастасия;169
2696;Асия;8
2609;Полина;166
2695;Ариана;8
2694;Алисия;8
2610;Александра;164
2693;Амалия;8
2692;Алеся;8
2691;Адель;8
2611;Елизавета;145
2690;Мелания;8
2689;Марианна;8
2612;Варвара;130
2688;Малика;8
2613;Ева;122
2687;Мира;8
2686;Фатима;9
2614;Ксения;120
2685;Олеся;9
2615;Арина;116
2684;Аврора;9
2683;Амира;10
2616;Василиса;102
2682;Аглая;10
2617;Милана;99
2681;Валентина;10
2680;Оливия;10
2618;Вероника;89
2679;Самира;11
2619;Валерия;82
2678;Лидия;11
2620;Ульяна;81
2677;Лейла;11
2621;Кира;75
2622;Вера;72
2623;Таисия;70
2624;Алёна;64
2625;Ольга;52
2626;Мирослава;51
2627;Маргарита;48
2628;Кристина;48
2629;Юлия;43
2630;Амина;42
2631;Алина;40
2632;Сафия;37
2633;Ника;36
2634;Ирина;36
2676;Карина;11
2635;Диана;36
2675;Агата;11
2636;Евгения;34
2674;Антонина;12
2673;Аиша;12
2637;Есения;34
2672;Лилия;12
2671;Нина;12
2670;Наталья, Наталия;13
2669;Ярослава;13
2638;Елена;30
2668;Николь;13
2667;Алия;13
2666;Айлин;13
2665;Зоя;14
2639;Марта;28
2664;Марьяна;14
2663;Мила;14
2640;Стефания;27
2662;Серафима;14
2661;Раяна;15
2660;Милена;15
2641;Майя;25
2659;Мия;15
2642;Эмилия;24
2658;Агния;15
2657;Амелия;16
2643;Яна;24
2656;Надежда;16
2655;Любовь;16
2644;Марина;23
2654;Марьям;16
2653;Камила, Камилла;18
2652;Татьяна;18
2651;Аделина;19
2645;Ангелина;23
2650;Злата;19
2646;Дарина;22
2649;Ясмина;22
2647;Элина;22
2648;Светлана;22
2701;София, Софья;303
2702;Мария;229
2703;Анна;198
2704;Виктория;181
2705;Дарья;171
2706;Анастасия;165
2707;Полина;152
2708;Алиса;150
2709;Варвара;142
2710;Александра;141
2711;Елизавета;133
2712;Екатерина;124
2713;Ева;113
2714;Василиса;108
2715;Арина;106
2716;Ксения;100
2717;Вероника;88
2718;Милана;68
2719;Валерия;65
2720;Ульяна;62
2721;Мирослава;53
2722;Кира;53
2723;Юлия;51
2724;Таисия;50
2725;Кристина;48
2726;Вера;48
2727;Маргарита;47
2728;Алёна;44
2729;Алина;44
2730;Амина;37
2731;Диана;37
2732;Ольга;36
2733;Ника;36
2734;Злата;31
2735;Аделина;29
2736;Елена;27
2737;Есения;27
2738;Майя;27
2739;Стефания;27
2740;Яна;26
2741;Евгения;24
2742;Агата;23
2743;Ангелина;23
2744;Сафия;22
2745;Эмилия;22
2746;Дарина;21
2747;Ирина;21
2748;Татьяна;20
2749;Марина;18
2750;Амелия;18
2751;Ясмина;18
2752;Агния;17
2753;Марта;17
2754;Марьям;17
2755;Аиша;16
2756;Наталья, Наталия;16
2757;Зоя;15
2758;Любовь;15
2759;Мелания;14
2760;Николь;14
2761;Олеся, Алеся;14
2762;Лидия;13
2763;Мира;12
2764;Милена;12
2765;Фатима;12
2766;Алия;12
2767;Сабина;11
2768;Надежда;11
2769;Нина;11
2770;Марьяна;11
2771;Камилла, Камила;11
2772;Мила;10
2773;Светлана;10
2774;Амалия;10
2775;Антонина;10
2776;Айлин;10
2777;Айша;10
2778;Аврора;9
2779;Владислава;9
2780;Элина;9
2781;Мадина;9
2782;Малика;8
2783;Оливия;8
2784;Эвелина;8
2785;Серафима;8
2786;Евдокия;8
2787;Лиана;7
2788;Каролина;7
2789;Ариана;7
2790;Алла;7
2791;Амира;7
2792;Марианна;7
2793;Ярослава;7
2794;Лилия;6
2795;Лия;6
2796;Рада;6
2797;Самира;6
2798;Саида;6
2799;Тамара;6
2800;Алисия;6
2801;София, Софья;308
2802;Виктория;214
2803;Алиса;208
2804;Мария;207
2805;Анна;202
2806;Анастасия;183
2807;Александра;171
2808;Полина;161
2809;Елизавета;159
2810;Екатерина;157
2811;Дарья;151
2812;Арина;134
2813;Варвара;127
2814;Милана;120
2815;Василиса;112
2816;Ксения;111
2817;Ева;108
2818;Валерия;91
2819;Вероника;83
2820;Кира;69
2821;Таисия;69
2822;Ульяна;58
2823;Майя;58
2824;Алина;57
2825;Вера;56
2826;Алёна;55
2827;Маргарита;47
2828;Кристина;46
2829;Амина;42
2830;Мирослава;42
2831;Ника;40
2832;Диана;39
2833;Юлия;37
2834;Ольга;36
2835;Есения;34
2836;Ирина;34
2837;Яна;31
2838;Стефания;26
2839;Николь;25
2840;Сафия;24
2841;Светлана;23
2842;Ангелина;23
2843;Татьяна;22
2844;Эмилия;22
2845;Надежда;21
2846;Марьям;20
2847;Злата;20
2848;Евгения;20
2849;Елена;19
2850;Камилла, Камила;19
2851;Дарина;18
2852;Агата;18
2853;Лидия;16
2854;Мия;16
2855;Марина;15
2856;Зоя;15
2857;Алия;15
2858;Ярослава;15
2859;Амелия;14
2860;Милена;14
2861;Элина;14
2862;Амалия;13
2863;Аиша;13
2864;Лейла;13
2865;Аделина;12
2866;Марьяна;12
2867;Наталья, Наталия;12
2868;Мира;11
2869;Нина;11
2870;Оливия;11
2871;Самира;11
2872;Амира;11
2873;Лилия;11
2874;Ясмина;11
2875;Серафима;10
2876;Эвелина;10
2877;Фатима;10
2878;Хадиджа;10
2879;Олеся;10
2880;Пелагея;10
2881;Лея;9
2882;Антонина;8
2883;Агния;8
2884;Айлин;8
2885;Мадина;8
2886;Мелания;8
2887;Марта;8
2888;Любовь;8
2889;Сумая;8
2890;Эмма;8
2891;Малика;7
2892;Моника;7
2893;Альбина;7
2894;Аглая;7
2895;Адель;7
2896;Анфиса;7
2897;Ариана;7
2898;Карина;7
2899;Доминика;6
2900;Евдокия;6
2902;Мария;253
2901;София, Софья;319
2903;Анастасия;204
2904;Анна;203
2905;Виктория;186
2906;Алиса;182
2907;Александра;159
2908;Дарья;151
2909;Варвара;149
2910;Полина;139
2911;Елизавета;136
2912;Екатерина;130
2913;Ева;129
2914;Ксения;126
2915;Валерия;120
2916;Арина;110
2917;Вероника;105
2918;Василиса;96
2919;Милана;81
2920;Кира;75
2921;Таисия;74
2922;Вера;62
2923;Маргарита;61
2924;Ульяна;60
2925;Алёна;59
2926;Алина;56
2927;Мирослава;51
2928;Амина;45
2929;Кристина;45
2930;Елена;37
2931;Ольга;37
2932;Диана;35
2933;Юлия;35
2934;Есения;34
2935;Злата;33
2936;Майя;32
2937;Сафия;31
2938;Евгения;28
2939;Яна;27
2940;Татьяна;26
2941;Надежда;26
2942;Ирина;25
2943;Ангелина;25
2944;Агата;23
2945;Стефания;23
2946;Эмилия;21
2947;Марьям;19
2948;Николь;18
2949;Нина;18
2950;Ника;17
